1 57888
0.996162 57888
0.98387 57888
0.960865 57888
0.923528 57888
0.867667 57888
0.791222 57888
0.699145 57888
0.605978 57888
0.529445 57888
0.480214 53755
0.45882 53755
0.458763 53755
0.470941 53755
0.487286 53755
0.502496 53755
0.514145 53755
0.521991 53755
0.526986 53755
0.530272 53755
0.532535 52568
0.533919 52568
0.534411 52568
0.534189 52568
0.53352 52568
0.532656 52568
0.5317 52568
0.530513 52568
0.528986 52568
0.527338 52568
0.525946 52300
0.524976 52300
0.524403 52300
0.524223 52300
0.524504 52300
0.525388 52300
0.527053 52300
0.529594 52300
0.532723 52300
0.535683 52300
0.537668 52184
0.538149 52184
0.536992 52184
0.53442 52184
0.530884 52184
0.527093 52184
0.524196 52184
0.523327 52184
0.524719 52184
0.527387 52184
0.529612 52164
0.530136 52164
0.529008 52164
0.527275 52164
0.52591 52164
0.524992 52164
0.523813 52164
0.521856 52164
0.519766 52164
0.519218 52164
0.521597 52275
0.526936 52275
0.533979 52275
0.540811 52275
0.545775 52275
0.548447 52275
0.549727 52275
0.550869 52275
0.552465 52275
0.554183 52275
0.555279 52246
0.555287 52246
0.55433 52246
0.552906 52246
0.551303 52246
0.549288 52246
0.546423 52246
0.542594 52246
0.538291 52246
0.534495 52246
0.532077 52339
0.531231 52339
0.531811 52339
0.533802 52339
0.537086 52339
0.541127 52339
0.544743 52339
0.546609 52339
0.546456 52339
0.545329 52339
0.544534 52337
0.544643 52337
0.545502 52337
0.546793 52337
0.548222 52337
0.549292 52337
0.549212 52337
0.547362 52337
0.544034 52337
0.540905 52337
0.540021 52404
0.541635 52404
0.544465 52404
0.547366 52404
0.549387 52404
0.549497 52404
0.547205 52404
0.543216 52404
0.53902 52404
0.536216 52404
0.535977 52446
0.53822 52446
0.541808 52446
0.545709 52446
0.54928 52446
0.551894 52446
0.553007 52446
0.552526 52446
0.550903 52446
0.548679 52446
0.546072 52445
0.543404 52445
0.541451 52445
0.540725 52445
0.540516 52445
0.539458 52445
0.537324 52445
0.535223 52445
0.533925 52445
0.533271 52445
0.532849 52470
0.532904 52470
0.534266 52470
0.537135 52470
0.540651 52470
0.543832 52470
0.546357 52470
0.548546 52470
0.551064 52470
0.554318 52470
0.557664 52503
0.559821 52503
0.560277 52503
0.559965 52503
0.560316 52503
0.561538 52503
0.56246 52503
0.561886 52503
0.559513 52503
0.556015 52503
0.552321 52450
0.548876 52450
0.545705 52450
0.542798 52450
0.540285 52450
0.538572 52450
0.538238 52450
0.539387 52450
0.541312 52450
0.543009 52450
0.543701 52448
0.542999 52448
0.541019 52448
0.538488 52448
0.53675 52448
0.537362 52448
0.541154 52448
0.547184 52448
0.552993 52448
0.556564 52448
0.55767 52481
0.557081 52481
0.555353 52481
